cd_cnpj;de_ramo_atividade;cd_ramo_atividade;nu_ordem;cd_divisao
69109403000170;ATIVIDADES DE RADIO;6010100;00;60
69116200000100;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
69164366000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
69236024000140;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;1422300;00;14
69236024000140;FABRICACAO DE ARTIGOS DO VESTUARIO, PRODUZIDOS EM MALHARIAS E TRICOTAGENS, EXCETO MEIAS;4781400;01;47
69275956000100;CONDOMINIOS PREDIAIS;8112500;00;81
69276293000130;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;7490101;00;74
69282770000170;CONSULTORIA EM PUBLICIDADE;7319001;00;73
69282770000170;CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES;7319002;01;73
69282770000170;MARKETING DIRETO;7319003;02;73
69282770000170;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;7319004;03;73
69282770000170;PROMOCAO DE VENDAS;7319099;04;73
69285583000140;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;1741902;00;17
69285583000140;EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;5819100;01;58
69285583000140;FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO;5829800;02;58
69346823000170;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
69367241000170;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;00;47
69893972000230;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;4763602;00;47
69893972000230;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;01;47
69893972000230;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;4782201;02;47
69893972000230;COMERCIO VAREJISTA DE CALCADOS;4782202;03;47
69893972000230;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4789001;04;47
69903110000160;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
69941854000250;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;1411801;00;14
69941854000250;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;01;14
69941854000250;CONFECCAO DE ROUPAS INTIMAS;1412602;02;14
69941854000250;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;4753900;03;47
69941854000250;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;9521500;04;95
70003272000120;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;00;46
70018247000110;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR;7739003;00;77
70018247000110;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES;7739099;01;77
70018247000110;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;9001999;02;90
70162821000100;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS;4771702;00;47
70185327000160;EDUCACAO INFANTIL  PREESCOLA;8512100;00;85
70230784000120;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;4721102;00;47
70241112000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
70360862000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;4530704;00;45
70493069000180;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS;4711301;00;47
70957998000100;CONDOMINIOS PREDIAIS;8112500;00;81
70964507000140;EDUCACAO INFANTIL  PREESCOLA;8512100;00;85
70977368000190;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;8299799;00;82
70991641000130;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;00;47
71027692000100;ALUGUEL DE IMOVEIS PROPRIOS;6810202;00;68
71027692000100;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;6822600;01;68
71053912000170;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;4721104;00;47
71103196000350;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4744005;00;47
71122600000170;HOTEIS;5510801;00;55
71163182000160;FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE;1529700;00;15
71223853000130;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;4642701;00;46
71244867000130;CAMPINGS;5510801;00;55
71244867000130;HOTEIS;5590602;01;55
71244867000130;RESTAURANTES E SIMILARES;5611201;02;56
71257125000140;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
71352496000100;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
71352991000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
71448047003500;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
71468029000140;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;4617600;00;46
71584833001590;ADMINISTRACAO PUBLICA EM GERAL;8411600;00;84
71584833001590;JUSTICA;8423000;01;84
71630115000370;COMERCIO ATACADISTA DE FIOS E FIBRAS BENEFICIADOS;4689302;00;46
71715262000180;CHAVEIROS;9529102;00;95
71745020000130;ATIVIDADES DE FRANQUEADAS DO CORREIO NACIONAL;4789099;00;47
71745020000130;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;5310502;01;53
71802565000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
71928931000100;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;4753900;00;47
71928931000100;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4759899;01;47
72129083001520;FABRICACAO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS;2013402;00;20
72135320000160;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530701;00;45
72220601000110;ALUGUEL DE IMOVEIS PROPRIOS;1531901;00;15
72220601000110;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR;1533500;01;15
72220601000110;FABRICACAO DE CALCADOS DE COURO;6810202;02;68
72220601000110;FABRICACAO DE CALCADOS DE MATERIAL SINTETICO;7739099;03;77
72221427000120;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;00;49
72275753000200;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
72284508000170;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;4721104;00;47
72381064000190;CONDOMINIOS PREDIAIS;8112500;00;81
72447295000230;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS;7723300;00;77
72485899000190;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;4647802;00;46
72485899000190;COMERCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICACOES;4761001;01;47
72485899000190;COMERCIO VAREJISTA DE LIVROS;5811500;02;58
72485899000190;EDICAO DE LIVROS;7410299;03;74
72692114000150;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
72833999000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
72834989000140;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USO PESSOAL E DOMESTICO;2229301;00;22
72846108000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
72934748005050;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;9321200;00;93
72934748005050;PARQUES DE DIVERSAO E PARQUES TEMATICOS;9329804;01;93
72945413000150;FABRICACAO DE ESQUADRIAS DE METAL;2512800;00;25
73033714000170;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;00;47
73034746000270;ADMINISTRACAO DE OBRAS;4120400;00;41
73034746000270;CONSTRUCAO DE EDIFICIOS;4299599;01;42
73034746000270;OBRAS DE TERRAPLENAGEM;4313400;02;43
73034746000270;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;4399101;03;43
73104192000150;COMERCIO ATACADISTA DE FUMO BENEFICIADO;4636201;00;46
73110884000100;TABACARIA;4729601;00;47
73128845000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
73131856000250;FABRICACAO DE AGUAS ENVASADAS;1121600;00;11
73250144000170;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;4637199;00;46
73250144000170;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4639701;01;46
73291296000200;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
73363178000170;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
73452617000200;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
73462715000130;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;00;47
73471963012900;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;8599604;00;85
73471963012900;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599699;01;85
73525040000120;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
73594897000100;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;6399200;00;63
73594897000100;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;7410299;01;74
73594897000100;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;7490105;02;74
73594897000100;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;7490199;03;74
73594897000100;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;8299799;04;82
73622367000110;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
73653677000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
73657017000190;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;4711302;00;47
73691958000220;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;4781400;00;47
73691958000220;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4782201;01;47
73691958000220;COMERCIO VAREJISTA DE CALCADOS;4782202;02;47
73744765000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
73757106002070;ESTACIONAMENTO DE VEICULOS;5223100;00;52
73808768000160;CONDOMINIOS PREDIAIS;8112500;00;81
73839771000140;ENSINO DE IDIOMAS;8593700;00;85
74024886000140;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;3101200;00;31
74024886000140;REPARACAO DE ARTIGOS DO MOBILIARIO;9529105;01;95
74034307000140;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4322302;00;43
74034307000140;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;4751200;01;47
74034307000140;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;9521500;02;95
74085382000130;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;6399200;00;63
74085382000130;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;7410299;01;74
74085382000130;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;7490105;02;74
74085382000130;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;7490199;03;74
74085382000130;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;8299799;04;82
74110800000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
74149352000140;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;00;45
74190943000160;COMERCIO ATACADISTA DE COSMETICOS E PRODUTOS DE PERFUMARIA;4646001;00;46
74190943000160;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS;4691500;01;46
74190943000160;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS;4693100;02;46
74216086000120;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930201;00;49
74216086000120;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930202;01;49
74216086000120;TRANSPORTE RODOVIARIO DE MUDANCAS;4930204;02;49
74235367000120;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;00;14
74235367000120;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1412603;01;14
74599507000140;COMERCIO VAREJISTA DE CALCADOS;4782201;00;47
74642182000130;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
74648007000150;FABRICACAO DE OUTRAS PECAS E ACESSORIOS PARA VEICULOS AUTOMOTORES NAO ESPECIFICADAS ANTERIORMENTE;2539001;00;25
74648007000150;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;2949299;01;29
74824335000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
74859406000160;COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO;4742300;00;47
74859406000160;COMERCIO VAREJISTA DE MATERIAL ELETRICO;4753900;01;47
74859406000160;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4754703;02;47
74859406000160;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;9512600;03;95
74859406000160;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;9521500;04;95
74864323000160;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;00;47
74875964000110;CONDOMINIOS PREDIAIS;8112500;00;81
75069450000130;EDUCACAO INFANTIL  CRECHE;8511200;00;85
75180760002170;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
75264770000140;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
75285155000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
75587915008200;COMERCIO VAREJISTA DE MOVEIS;4751200;00;47
75587915008200;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;4752100;01;47
75587915008200;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4753900;02;47
75587915008200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;4754701;03;47
75587915008200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4759899;04;47
75704213000950;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE COMBUSTIVEIS, MINERAIS, PRODUTOS SIDERURGICOS E QUIMICOS;4612500;00;46
75826792000580;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;00;47
75892067001230;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;1069400;00;10
75923185002310;COMERCIO VAREJISTA DE MOVEIS;4753900;00;47
75923185002310;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4754701;01;47
76025279000120;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4744005;00;47
76175157000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
76267525000400;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;00;47
76363761000170;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;7810800;00;78
76363761000170;SELECAO E AGENCIAMENTO DE MAODEOBRA;7830200;01;78
76385178000160;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
76614296000100;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;00;49
76678069000130;COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS;4623109;00;46
76679745000190;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
77042620000380;RESTAURANTES E SIMILARES;5611201;00;56
77063295000170;CONSTRUCAO DE EDIFICIOS;4120400;00;41
77063295000170;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;4299501;01;42
77070639000330;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS;0810001;00;08
77070639000330;EXTRACAO DE ARDOSIA E BENEFICIAMENTO ASSOCIADO;0990403;01;09
77341592000130;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS;4711301;00;47
77547248000100;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;6491300;00;64
77649465000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
77649465000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
77649465000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
77678456000130;SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA;7119701;00;71
77687663000150;COMERCIO VAREJISTA DE MOVEIS;3101200;00;31
77687663000150;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;4754701;01;47
77687663000150;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930201;02;49
77832574000150;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
77832574000150;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
77832574000150;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
77845998000150;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
77949196000270;COMERCIO VAREJISTA DE TECIDOS;4755501;00;47
77967412000120;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
77999357000150;ATIVIDADES DE APOIO A GESTAO DE SAUDE;8650099;00;86
77999357000150;ATIVIDADES DE PROFISSIONAIS DA AREA DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE;8660700;01;86
78069812000180;FABRICACAO DE BIOCOMBUSTIVEIS, EXCETO ALCOOL;1932200;00;19
78069812000180;FABRICACAO DE PRODUTOS QUIMICOS ORGANICOS NAO ESPECIFICADOS ANTERIORMENTE;2029100;01;20
78103876000150;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
78167046006470;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
78175270000120;COMERCIO VAREJISTA DE MOVEIS;4754701;00;47
78228640000140;CONSTRUCAO DE EDIFICIOS;4120400;00;41
78228640000140;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;4299501;01;42
78273828000100;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;1622699;00;16
78357548000180;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
78385317000180;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
78485950000140;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9329899;00;93
78485950000140;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;9430800;01;94
78497054000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
78497054000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
78497054000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
78552296000140;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
78589322002310;FABRICACAO DE FERRAMENTAS;2543800;00;25
78589322002310;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA DO PLASTICO, PECAS E ACESSORIOS;2866600;01;28
78589322002310;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL ESPECIFICO NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS;2869100;02;28
78589322002310;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;3321000;03;33
78653946001620;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;00;45
78653946001620;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;4530702;01;45
78653946001620;COMERCIO POR ATACADO DE PNEUMATICOS E CAMARASDEAR;4530703;02;45
78653946001620;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4530705;03;45
78689494000150;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
78689494000150;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
78689494000150;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
78807427000940;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;00;49
78879517000190;FABRICACAO DE EMBALAGENS DE PAPEL;1731100;00;17
78891058000160;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
79035663000100;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
79176954000100;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;4520001;00;45
79176954000100;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4520002;01;45
79176954000100;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;4520003;02;45
79176954000100;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4520004;03;45
79266060000100;CONDOMINIOS PREDIAIS;8112500;00;81
79344362000150;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4752100;00;47
79344362000150;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4761003;01;47
79344362000150;COMERCIO VAREJISTA DE CALCADOS;4781400;02;47
79344362000150;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;4782201;03;47
79415287000170;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;00;14
79415287000170;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1412603;01;14
79425278000160;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;4669999;00;46
79425278000160;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;6201501;01;62
